Johnny_Knoxville,198908.0
Peter_Woodcock,126259.0
2002_Tampa_plane_crash,119906.0
Sn_ong_Cave,116012.0
The_boy_Jones,114401.0
William_Leonard_Pickard,113660.0
War_pig,110293.0
Hurt_(Nine_Inch_Nails_song),103472.0
Glass_recycling,87976.0
Assassination_of_Archduke_Franz_Ferdinand_of_Austria,86420.0
Fury_(2014_film),80236.0
Mullet_(haircut),73448.0
Iron_Man,69746.0
International_Mathematical_Olympiad,64377.0
Pirates_of_the_Caribbean:_The_Curse_of_the_Black_Pearl,63517.0
Asbestos,62932.0
Benjaman_Kyle,60192.0
Bobbie_Joe_Long,59836.0
New_Deal,59809.0
Benjamin_Franklin,58757.0
David_Reimer,58612.0
Jimmy_Carter_UFO_incident,56291.0
King_Kong_(2005_film),55496.0
Xin_Zhui,55179.0
Hans_Island,55084.0
Mick_Foley,55051.0
12_Angry_Men_(1957_film),54643.0
Sean's_Bar,51945.0
Stump_v._Sparkman,47797.0
Nazi_book_burnings,47760.0
Chlo_Grace_Moretz,46639.0
American_crow,46630.0
Jack_Churchill,46188.0
Monkey's_fist,46130.0
Centralia_mine_fire,45504.0
Nerds_(candy),45233.0
Atbash,44768.0
Pornhub,44684.0
Althaea_officinalis,44142.0
Endal,44038.0
Shawn_Johnson,43978.0
Sylvia_Likens,41390.0
Hospital_volunteer,40862.0
Wayne's_World_(film),39029.0
List_of_go_games,38498.0
Simpsons_Already_Did_It,37539.0
Daniel_Ek,37114.0
Ecce_Homo_(Elas_Garca_Martnez),36206.0
Committee_for_the_Promotion_of_Virtue_and_the_Prevention_of_Vice_(Saudi_Arabia),36123.0
Plumpy'nut,35759.0

